setting,task_name,model_id,model,data,root_path,data_path,features,target,freq,seq_len,label_len,pred_len,seasonal_patterns,inverse,expand,d_conv,top_k,num_kernels,enc_in,dec_in,c_out,d_model,n_heads,e_layers,d_layers,d_ff,moving_avg,factor,distil,dropout,embed,activation,channel_independence,decomp_method,use_norm,down_sampling_layers,down_sampling_window,down_sampling_method,seg_len,num_workers,itr,train_epochs,batch_size,patience,learning_rate,des,loss,lradj,use_amp,use_gpu,gpu,gpu_type,use_multi_gpu,devices,p_hidden_dims,p_hidden_layers,use_dtw,augmentation_ratio,seed,jitter,scaling,permutation,randompermutation,magwarp,timewarp,windowslice,windowwarp,rotation,spawner,dtwwarp,shapedtwwarp,wdba,discdtw,discsdtw,extra_tag,patch_len,mae,mse,rmse,mape,mspe,dtw,vlm_type,image_size,memory_bank_size,patch_memory_size,periodicity,interpolation,norm_const,three_channel_image,finetune_vlm,learnable_image,save_images,use_cross_attention,w_out_visual,w_out_text,w_out_query,visualize_embeddings,llm_model,llm_dim,stride,padding,llm_layers,prompt_domain,align_const,wo_ts,target_data,target_root_path,target_data_path,percent
long_term_forecast_ETTh1_512_192_TimeXer_ETTh1_ftM_sl512_ll48_pl192_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_192,TimeXer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,192,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,4,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4529136121273041,0.4388741552829742,0.6624757647514343,11.311639785766602,48448.0546875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_336_TimeXer_ETTh1_ftM_sl512_ll48_pl336_dm512_nh8_el1_dl1_df1024_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_336,TimeXer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,1,1,1024,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,16,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4685471355915069,0.4620763063430786,0.6797619462013245,12.15929889678955,56041.46875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_720_TimeXer_ETTh1_ftM_sl512_ll48_pl720_dm256_nh8_el1_dl1_df1024_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_720,TimeXer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,720,Monthly,False,2,4,5,6,7,7,7,256,8,1,1,1024,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,16,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5711173415184021,0.6047417521476746,0.7776514291763306,15.315679550170898,83397.484375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_720_Transformer_ETTh1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_720,Transformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.8053167462348938,1.0289162397384644,1.0143550634384155,18.77263259887696,133620.5,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_96_96_iTransformer_ETTh2_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_96_96,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,96,48,96,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.349618136882782,0.3004027903079986,0.5480901002883911,1.4598054885864258,448.9215393066406,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_96_Transformer_ETTh1_ftM_sl512_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_96,Transformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,96,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.7488315105438232,0.9044696092605592,0.9510360956192015,19.83414077758789,125845.5,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_96_192_iTransformer_ETTh2_ftM_sl96_ll48_pl192_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_96_192,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,96,48,192,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.3998191356658935,0.3818120062351227,0.6179093718528748,1.624361515045166,452.48724365234375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_96_336_iTransformer_ETTh2_ftM_sl96_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_96_336,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,96,48,336,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4323523044586181,0.4235515296459198,0.6508083939552307,1.781519055366516,484.6345825195313,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_96_720_iTransformer_ETTh2_ftM_sl96_ll48_pl720_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_96_720,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,96,48,720,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4451322853565216,0.4264194965362549,0.6530080437660217,2.0108511447906494,592.84619140625,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_192_Transformer_ETTh1_ftM_sl512_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_192,Transformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,192,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.9767380952835084,1.3765110969543457,1.173248052597046,31.351268768310547,307796.6875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_512_96_iTransformer_ETTh2_ftM_sl512_ll48_pl96_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_512_96,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,512,48,96,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.3594361841678619,0.3037525415420532,0.5511375069618225,1.4368139505386353,353.5413818359375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_512_192_iTransformer_ETTh2_ftM_sl512_ll48_pl192_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_512_192,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,512,48,192,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4048675298690796,0.3755185604095459,0.6127957105636597,1.5666409730911257,343.9159545898437,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_512_336_iTransformer_ETTh2_ftM_sl512_ll48_pl336_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_512_336,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,512,48,336,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4345121085643768,0.4182361662387848,0.6467118263244629,1.79133141040802,480.8932495117188,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_336_Transformer_ETTh1_ftM_sl512_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_336,Transformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.9093555808067322,1.2757493257522583,1.1294907331466677,33.36870574951172,389383.09375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh2_512_720_iTransformer_ETTh2_ftM_sl512_ll48_pl720_dm128_nh8_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh2_512_720,iTransformer,ETTh2,./dataset/ETT-small/,ETTh2.csv,M,OT,h,512,48,720,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,128,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4628219604492187,0.4409957826137543,0.6640751361846924,2.164537191390991,681.9140014648438,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_720_Transformer_ETTh1_ftM_sl512_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_720,Transformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.8885705471038818,1.184087872505188,1.0881580114364624,33.037574768066406,367350.875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_96_Autoformer_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_96,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,96,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.480735182762146,0.4993416368961334,0.7066410779953003,12.48421573638916,60537.34375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_192_Autoformer_ETTh1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_192,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,192,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.4755748510360718,0.4868366420269012,0.6977367997169495,11.526901245117188,49627.01171875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_336_Autoformer_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_336,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5141627192497253,0.5548452138900757,0.7448793053627014,13.674741744995115,72891.21875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_720_Autoformer_ETTh1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_720,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5230791568756104,0.5425785779953003,0.736599326133728,13.037103652954102,65319.8515625,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_96_Autoformer_ETTh1_ftM_sl512_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_96,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,96,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5251888632774353,0.5237467288970947,0.7237035036087036,12.372462272644045,56840.171875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_192_Autoformer_ETTh1_ftM_sl512_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_192,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,192,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5285714864730835,0.5488656163215637,0.7408546805381775,11.952492713928224,54136.84375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_336_Autoformer_ETTh1_ftM_sl512_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_336,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.5507627129554749,0.572573721408844,0.7566860318183899,12.708985328674316,61322.796875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_720_Autoformer_ETTh1_ftM_sl512_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_720,Autoformer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.650922954082489,0.7442255020141602,0.8626850247383118,17.608373641967773,105231.890625,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_96_Informer_ETTh1_ftM_sl96_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_96,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,96,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.7823315858840942,0.9665480256080629,0.9831317663192748,8.200806617736816,17900.255859375,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_192_Informer_ETTh1_ftM_sl96_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_192,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,192,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.7940547466278076,1.0220595598220823,1.010969638824463,10.700509071350098,44559.6328125,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_336_Informer_ETTh1_ftM_sl96_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_336,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.7806048393249512,1.030331254005432,1.015052318572998,14.23118019104004,86723.875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_720_Informer_ETTh1_ftM_sl96_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_720,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.882686972618103,1.2238086462020874,1.1062588691711426,20.34468460083008,158702.6875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_96_Informer_ETTh1_ftM_sl512_ll48_pl96_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_96,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,96,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.832088828086853,1.143765926361084,1.069469928741455,17.91385269165039,114653.125,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_192_Informer_ETTh1_ftM_sl512_ll48_pl192_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_192,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,192,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.8791075944900513,1.303262710571289,1.1416053771972656,26.664018630981445,254289.703125,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_336_Informer_ETTh1_ftM_sl512_ll48_pl336_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_336,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,336,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.8715685606002808,1.321061611175537,1.1493744850158691,30.22083854675293,327238.21875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_512_720_Informer_ETTh1_ftM_sl512_ll48_pl720_dm512_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_512_720,Informer,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,512,48,720,Monthly,False,2,4,5,6,7,7,7,512,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,10,1,10,32,3,0.0001,Exp,MSE,type1,False,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.933536171913147,1.4147132635116575,1.1894172430038452,31.992572784423828,363416.1875,Not calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long_term_forecast_ETTh1_96_96_TimeVLM_ETTh1_ftM_sl96_ll48_pl96_dm128_nh8_el2_dl1_df2048_expand2_dc4_fc3_ebtimeF_dtTrue_Exp_0,long_term_forecast,ETTh1_96_96,TimeVLM,ETTh1,./dataset/ETT-small/,ETTh1.csv,M,OT,h,96,48,96,Monthly,False,2,4,5,6,7,7,7,128,8,2,1,2048,25,3,True,0.1,timeF,gelu,1,moving_avg,1,0,1,,96,32,1,10,32,3,0.001,Exp,MSE,type1,True,True,0,cuda,False,"0,1,2,3","[128, 128]",2,False,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,16,0.3930900692939758,0.3797651529312134,0.6162508726119995,9.734539985656738,45264.5859375,Not calculated,clip,56.0,20.0,100.0,24.0,bilinear,0.4,True,False,True,False,True,False,False,False,False,GPT2,768.0,8.0,8.0,1.0,0.0,0.4,0.0,ETTh2,./data/ETT/,ETTh2.csv,1.0
